job_id,title,company,location,description,requirements,industry
EV-023,"Mechanical Design Engineer - Interiors","ComfortTech EV","Nashville, TN","ComfortTech EV designs premium interior systems for electric vehicles. We are looking for a Mechanical Design Engineer to develop seat structures, dashboard assemblies, center consoles, and trim components. Our design philosophy centers on creating features that delight customers while maintaining rigorous engineering standards. You will work primarily in SOLIDWORKS with supplementary work in Fusion 360 for concept exploration. Every design must account for DFM considerations including injection molding, thermoforming, and upholstery processes. GD&T is critical for maintaining fit and finish across complex interior assemblies with tight gap and flush specifications. You will conduct FEA on seat structures for strength and safety compliance and work with our safety team on FMVSS testing requirements. Understanding of thermal analysis is relevant for heated and ventilated seat systems. This role offers a blend of creative design and hardcore engineering. Nashville's growing EV ecosystem and vibrant city life make this an attractive opportunity. We offer competitive pay, a downtown office location, and a team that genuinely enjoys working together.","- BS in Mechanical Engineering or Industrial Design Engineering\n- 3-6 years of automotive interior design experience\n- Proficiency in SOLIDWORKS; Fusion 360 experience preferred\n- Strong GD&T knowledge for fit and finish specifications\n- FEA experience for structural analysis\n- Knowledge of DFM for injection molding and thermoforming\n- Understanding of thermal analysis for climate-controlled seating\n- Familiarity with FMVSS interior safety standards\n- AutoCAD experience\n- Creative problem-solving with attention to detail",EV/Automotive
EV-024,"Battery Thermal Engineer","CellCore Energy","Fremont, CA","CellCore Energy manufactures cylindrical and prismatic battery cells for the EV industry. We are looking for a Battery Thermal Engineer to optimize cell-level and module-level thermal performance. You will develop thermal models in ANSYS and validate them against calorimetry and thermocouple data from our test labs. CFD simulation of coolant channels and air gaps is a key part of the workflow. You will also build lumped-parameter thermal models in MATLAB/Simulink that feed into our Battery Management System algorithms for real-time thermal estimation. Understanding of thermal runaway propagation and mitigation strategies is essential for this safety-critical role. SOLIDWORKS is used for thermal interface material (TIM) selection studies and module packaging. GD&T knowledge ensures proper tolerancing of thermal contact surfaces. Python scripting is used for automating simulation sweeps and data post-processing. Our Fremont facility is adjacent to the factory floor, giving you direct access to production cells for testing. We are looking for someone who combines deep thermal analysis skills with practical manufacturing awareness.","- MS in Mechanical Engineering (thermal/fluids focus)\n- 3-5 years of battery thermal engineering experience\n- Proficiency in ANSYS for thermal and CFD analysis\n- Strong MATLAB/Simulink skills for lumped-parameter modeling\n- Experience with SOLIDWORKS\n- Understanding of GD&T for thermal interface tolerancing\n- Knowledge of BMS thermal algorithms\n- Python programming for simulation and data analysis\n- Understanding of thermal runaway and battery safety\n- FEA experience for thermo-mechanical stress analysis",EV/Automotive
EV-025,"Lean Manufacturing Engineer","GreenLine Assembly","Chattanooga, TN","GreenLine Assembly operates a high-volume EV component manufacturing facility in Chattanooga. We are looking for a Lean Manufacturing Engineer to drive continuous improvement across our production lines. You will lead kaizen events, implement 5S programs, conduct value stream mapping, and deploy Lean Six Sigma methodologies to reduce waste and improve throughput. This role is deeply embedded in the factory. You will spend 80% of your time on the shop floor observing processes, collecting data, and coaching production teams on standard work. AutoCAD and SOLIDWORKS are used for workstation and cell layout design. Understanding of GD&T is necessary for collaborating with quality engineers on process capability studies. SPC knowledge is important for monitoring critical process parameters. You will also support PFMEA activities and work within our IATF 16949 quality management framework. Experience with ERP systems, specifically SAP, is needed for tracking production metrics and material flow. We need someone with the interpersonal skills to influence operators and supervisors alongside the analytical chops to identify and eliminate root causes of inefficiency.","- BS in Industrial, Mechanical, or Manufacturing Engineering\n- 4-7 years of lean manufacturing experience in automotive\n- Lean Six Sigma Green or Black Belt certification\n- Proficiency in AutoCAD and SOLIDWORKS\n- Knowledge of GD&T\n- Experience with SPC and process capability analysis\n- Familiarity with IATF 16949 quality standards\n- Experience with ERP systems (SAP preferred)\n- Strong lean manufacturing skills (kaizen, 5S, value stream mapping)\n- Understanding of PFMEA and control plans\n- Excellent communication and coaching abilities",EV/Automotive
EV-026,"Mechanical Engineering Intern - EV Battery","NovaBattery Corp","Austin, TX","NovaBattery Corp is offering a 12-week summer internship for undergraduate Mechanical Engineering students interested in the EV battery industry. As an intern, you will support our battery pack design team by creating 3D models in SOLIDWORKS, assisting with GD&T on component drawings, and helping to analyze test data using MATLAB. You will get hands-on experience with battery module assembly in our prototype lab and learn about DFM considerations for high-volume battery production. This is an excellent opportunity to gain real-world engineering experience and build your network in the EV industry. Interns who are preparing for the FE exam will find this experience directly relevant to exam topics in mechanics, materials, and thermal systems. We assign each intern a mentor and a defined project with deliverables that you will present to our leadership team at the end of the summer. No prior EV experience is required, just a willingness to learn and a genuine passion for sustainable transportation. Competitive hourly rate and housing stipend provided.","- Currently pursuing a BS in Mechanical Engineering (junior or senior standing)\n- Coursework in mechanics of materials, thermodynamics, and machine design\n- Basic SOLIDWORKS proficiency\n- Understanding of GD&T fundamentals\n- MATLAB exposure from coursework\n- Interest in electric vehicles and energy storage\n- Preparing for the FE exam is a plus\n- Strong attention to detail and eagerness to learn\n- Effective communication skills\n- US work authorization required",EV/Automotive
EV-027,"Senior Vehicle Dynamics Engineer","AeroVolt Racing","Irvine, CA","AeroVolt Racing is applying Formula E technology to road-going EVs. We need a Senior Vehicle Dynamics Engineer to tune the ride, handling, and stability characteristics of our first production sports car. You will define suspension targets based on competitive benchmarking, develop vehicle models in MATLAB/Simulink, and work with the suspension hardware team to achieve target performance on our development track. This is a senior role where you set the vision for how the car should feel and drive. You will use data acquisition systems with CAN bus integration for on-track testing, process data in MATLAB and Python, and correlate with simulation predictions. Finite Element Analysis of suspension components supports your load case definitions. You will also interface with the regenerative braking calibration team to ensure regen torque delivery is smooth and predictable. Knowledge of structural analysis for suspension attachment points is expected. Our Irvine facility includes a vehicle dynamics simulator and rolling road. This is a rare opportunity to bridge motorsport and production EV engineering. Competitive salary, performance bonuses, and team trackday events included.","- MS in Mechanical or Automotive Engineering\n- 8+ years of vehicle dynamics experience\n- Proficiency in MATLAB/Simulink for vehicle modeling\n- Experience with CAN bus data acquisition systems\n- Knowledge of SOLIDWORKS or CATIA\n- FEA skills for structural analysis of suspension components\n- Understanding of GD&T\n- Python programming for data analysis\n- Experience with regenerative braking system integration\n- Understanding of Finite Element Analysis for load case development",EV/Automotive
EV-028,"Entry-Level Mechanical Engineer","PioneerEV Inc.","Detroit, MI","PioneerEV Inc. is looking for an Entry-Level Mechanical Engineer to join our powertrain development team in Detroit. This is an excellent opportunity for recent graduates who want to launch their career in the electric vehicle industry. You will assist senior engineers with component design in SOLIDWORKS, learn to apply GD&T on production drawings, and support prototype assembly activities. We will train you on our simulation tools including ANSYS for FEA and MATLAB for data processing. You will be exposed to the full product development cycle from concept through production launch. This role includes a structured 12-month rotation program where you spend time in design, testing, manufacturing, and quality departments. We invest heavily in early-career talent development including sponsorship for the FE exam and Professional Engineering licensure. Our Detroit office is in the Corktown neighborhood, a revitalized area buzzing with EV startups and automotive innovation. Starting salary is competitive, and we offer student loan repayment assistance up to $5,000 per year.","- BS in Mechanical Engineering (recent graduate or up to 2 years experience)\n- SOLIDWORKS coursework or project experience\n- Basic understanding of GD&T\n- Exposure to MATLAB or Python\n- Interest in electric vehicles and powertrain systems\n- FE exam passed or scheduled (EIT certification a plus)\n- Strong academic record (GPA 3.0+)\n- Hands-on project experience (FSAE, capstone, or similar)\n- Good communication and teamwork skills\n- US work authorization required",EV/Automotive
EV-029,"Electrical Harness Design Engineer","WireVolt Solutions","Dearborn, MI","WireVolt Solutions specializes in electrical distribution systems for EVs. We are hiring an Electrical Harness Design Engineer to design wiring harnesses and connector systems for high-voltage and low-voltage vehicle networks. While this is an electro-mechanical role, it is firmly rooted in mechanical engineering. You will route harnesses through 3D vehicle models in CATIA, design brackets and clips in SOLIDWORKS, and ensure all routing meets bend radius and clearance requirements. GD&T knowledge is needed for connector interface drawings, and tolerance stack-up analysis ensures proper mating with vehicle-mounted connectors. Understanding of CAN bus network architecture helps you work effectively with the electrical systems team. You will participate in DFM reviews for harness manufacturing processes including terminal crimping, ultrasonic welding, and tape wrapping. DFMEA activities are part of every program launch. The Dearborn automotive ecosystem offers unmatched networking opportunities, and WireVolt is a growing company with strong OEM relationships. We offer flexible hours, professional development budget, and a collaborative open-office environment.","- BS in Mechanical or Electrical Engineering\n- 3-5 years of wiring harness design experience\n- Proficiency in CATIA V5 and SOLIDWORKS\n- Understanding of GD&T and tolerance stack-up analysis\n- Knowledge of CAN bus and vehicle network architecture\n- Experience with DFM for harness manufacturing\n- DFMEA participation experience\n- AutoCAD skills for schematic drawings\n- Familiarity with BMS harness integration\n- Strong organizational and documentation skills",EV/Automotive
EV-030,"Battery Module Design Engineer","ArcCell Technologies","San Jose, CA","ArcCell Technologies is a fast-growing battery technology company developing ultra-fast-charging modules for the EV market. We need a Battery Module Design Engineer to own the mechanical design of our module platform. You will design cell holders, busbars, compression systems, and thermal interface assemblies in SOLIDWORKS. FEA validation of your designs under thermal cycling, vibration, and abuse load cases is a core part of the workflow using ANSYS. You should be deeply familiar with GD&T for high-precision assemblies where cell-to-cell spacing tolerances are critical for both performance and safety. Tolerance stack-up analysis is performed on every new design revision. BMS integration knowledge is important since sensor routing and measurement point placement directly impact your mechanical package. Python scripts automate our simulation batch runs and data extraction. We leverage Fusion 360 for early-stage concept studies before moving to SOLIDWORKS for production intent. Our San Jose team is small, technical, and mission-driven. We offer competitive salary, equity participation, and a yearly professional development fund.","- BS or MS in Mechanical Engineering\n- 3-6 years of battery module or pack design experience\n- Proficiency in SOLIDWORKS and Fusion 360\n- FEA experience in ANSYS\n- Strong GD&T and tolerance stack-up skills\n- Knowledge of BMS and high-voltage safety\n- Python scripting ability\n- Understanding of thermal analysis for battery systems\n- DFM/DFA knowledge for volume production\n- Experience with MATLAB for data analysis",EV/Automotive
EV-031,"EV Platform Systems Engineer","NextGen Mobility","Austin, TX","NextGen Mobility is developing a modular EV platform architecture for multiple vehicle segments. We need a Systems Engineer to manage the interfaces and requirements across battery, powertrain, chassis, body, and thermal subsystems. This is a systems engineering role that requires strong mechanical fundamentals. You will use model-based systems engineering (MBSE) tools and SysML to capture requirements, define interfaces, and trace verification. MATLAB/Simulink is used for system-level performance modeling. You should be comfortable in SOLIDWORKS for reviewing component designs and packaging studies. Project management skills are essential since you will coordinate cross-functional teams and track deliverables across concurrent vehicle programs. You will lead system-level DFMEA activities and support vehicle-level validation planning. Understanding of BMS integration, electric powertrain architecture, and CAN bus communication is expected. AutoCAD skills are helpful for system architecture diagrams. We are building something big in Austin, and this role gives you the broad view of how an entire EV platform comes together. Competitive compensation, stock options, and flexible PTO.","- BS or MS in Mechanical Engineering or Systems Engineering\n- 5-8 years of automotive systems engineering experience\n- Experience with MBSE tools and SysML\n- Proficiency in MATLAB/Simulink\n- SOLIDWORKS and AutoCAD skills\n- Strong project management abilities; PMP or Agile experience preferred\n- Knowledge of GD&T\n- Understanding of BMS, electric powertrain, and CAN bus\n- DFMEA leadership experience\n- Strong technical writing and documentation skills\n- Systems engineering mindset with attention to interface management",EV/Automotive
EV-032,"Mechanical Simulation Engineer","SimForce Engineering","Detroit, MI","SimForce Engineering provides advanced simulation services to the automotive industry. We are hiring a Mechanical Simulation Engineer who lives and breathes FEA. You will perform linear and nonlinear structural analysis, modal analysis, thermal stress analysis, and explicit dynamics simulations for EV components. Our primary tools are ANSYS Mechanical, LS-DYNA, and Abaqus, and we expect strong proficiency in at least two of these. You will build simulation models from SOLIDWORKS and CATIA geometry, applying appropriate meshing strategies, material models, and boundary conditions. GD&T understanding helps you identify critical areas requiring detailed analysis. MATLAB and Python are used for pre/post-processing and scripting. This role requires deep understanding of structural analysis fundamentals including elasticity, plasticity, contact mechanics, and fracture mechanics. Fatigue analysis using stress-life and strain-life approaches is part of the workload. We also perform vibration analysis including random vibration and harmonic response. Our Detroit office serves both legacy OEMs and EV startups, giving you variety in every project. Senior simulation engineers at SimForce earn top-of-market compensation with a profit-sharing bonus structure.","- MS or PhD in Mechanical Engineering (structural mechanics focus)\n- 4-8 years of FEA simulation experience\n- Expert proficiency in ANSYS and/or LS-DYNA\n- Experience with SOLIDWORKS and CATIA for geometry preparation\n- Strong GD&T knowledge\n- MATLAB and Python scripting skills\n- Deep understanding of structural analysis principles\n- Experience with fatigue analysis methods\n- Knowledge of vibration analysis (modal, harmonic, random)\n- Thermal analysis capability for thermo-mechanical problems\n- Excellent technical writing for simulation reports",EV/Automotive
EV-033,"EV Charging Infrastructure Engineer","PowerGrid Innovations","Phoenix, AZ","PowerGrid Innovations designs and deploys EV charging solutions for commercial real estate and fleet operators. We need a Mechanical Engineer focused on charging infrastructure to design mounting systems, cable management solutions, and equipment enclosures for Level 2 and DC fast chargers. You will use Fusion 360 and AutoCAD for site-specific installation designs and SOLIDWORKS for product development. This role involves a mix of product design and field engineering. You will visit installation sites, assess structural conditions, and create custom mounting details. Understanding of DFM for sheet metal and welded fabrications is important. GD&T skills are needed for hardware interface drawings. FEA is used to validate structural adequacy of mounting systems under wind, seismic, and vehicle impact loads. The Phoenix market is booming for EV infrastructure, and this role offers the chance to directly shape the charging landscape in the Southwest. We offer competitive pay, a company vehicle, and a results-oriented work culture. If you enjoy both CAD work and field problem-solving, this hybrid role is ideal.","- BS in Mechanical or Civil Engineering\n- 2-5 years of product design or structural engineering experience\n- Proficiency in Fusion 360 and AutoCAD\n- SOLIDWORKS experience\n- Understanding of GD&T\n- FEA skills for structural load analysis\n- Knowledge of DFM for sheet metal fabrication\n- Ability to read and create construction drawings\n- Strong technical writing for installation documentation\n- Willingness to travel to job sites (25-30%)",EV/Automotive
EV-034,"Powertrain Calibration Mechanical Engineer","DrivePulse Technologies","Dearborn, MI","DrivePulse Technologies is seeking a Mechanical Engineer specializing in powertrain calibration support. You will design and fabricate test fixtures, instrumentation mounts, and sensor brackets for our engine and motor dynamometer test cells. While the calibration engineers tune the software, you keep the hardware running smoothly. SOLIDWORKS is your primary design tool, and you will create fixtures that are robust enough for continuous dyno operation while allowing quick reconfiguration between test articles. Knowledge of CNC machining helps you spec parts that can be turned around quickly by our in-house machine shop. Understanding of thermal analysis is relevant because sensor placement must account for thermal gradients in exhaust and motor cooling systems. GD&T is applied to ensure repeatable fixturing. You will also design custom adapters for CAN bus breakout boxes and data acquisition hardware. This is a hands-on role in a lab environment. We use MATLAB for test data analysis and you will generate reports summarizing mechanical test observations. Familiarity with electric powertrain components rounds out the requirements. Dearborn is the historic capital of automotive engineering, and DrivePulse is proud to continue that legacy in the EV era.","- BS in Mechanical Engineering\n- 2-4 years of test lab or prototype engineering experience\n- Proficiency in SOLIDWORKS\n- Understanding of GD&T\n- Knowledge of CNC machining processes\n- MATLAB skills for data analysis\n- Familiarity with thermal analysis for sensor placement\n- CAN bus hardware familiarity\n- Experience with electric powertrain testing\n- Hands-on mechanical skills",EV/Automotive
EV-035,"Senior Structural Analysis Engineer","TitanFrame EV","Detroit, MI","TitanFrame EV develops lightweight structural solutions for electric vehicle platforms. We are hiring a Senior Structural Analysis Engineer to lead the structural design and analysis of battery tray assemblies, motor mounts, and subframe components. You will perform advanced FEA including nonlinear contact analysis, bolted joint modeling, and weld fatigue assessment using ANSYS and HyperMesh. SOLIDWORKS proficiency is required for design modifications and geometric cleanup prior to meshing. Strong understanding of structural analysis fundamentals is non-negotiable, including stress-strain relationships, failure theories, and buckling. You will apply GD&T to define critical dimensions based on stress analysis results and manufacturing constraints. DFM/DFA considerations for aluminum casting and stamping are integral to your design recommendations. Tolerance stack-up analysis ensures structural joints maintain preload under all conditions. We also perform fatigue analysis for durability sign-off and vibration analysis for resonance avoidance. This is a senior role where you will mentor junior analysts and set simulation standards. CATIA skills are a bonus for OEM data exchange. We value deep technical competence and offer compensation to match.","- MS in Mechanical Engineering (structural mechanics)\n- 8+ years of structural analysis experience in automotive\n- Expert FEA skills in ANSYS, HyperMesh, or Abaqus\n- Proficiency in SOLIDWORKS; CATIA experience a plus\n- Strong GD&T knowledge\n- Experience with structural analysis including nonlinear and contact\n- Fatigue analysis and vibration analysis experience\n- Tolerance stack-up analysis skills\n- Understanding of DFM/DFA for cast and stamped components\n- MATLAB or Python for post-processing\n- Mentorship and technical leadership experience",EV/Automotive
EV-036,"EV Motor Test Engineer","ElectraSpin Motors","Greenville, SC","ElectraSpin Motors designs high-efficiency electric motors for passenger and commercial EVs. We are hiring a Motor Test Engineer to plan and execute performance, endurance, and environmental testing of our motor assemblies. You will operate and maintain dynamometer test cells, develop test automation scripts in Python, and process results using MATLAB. This role requires mechanical aptitude for motor assembly and disassembly, instrumentation installation, and troubleshooting test anomalies. SOLIDWORKS is used for test fixture design, and you should apply GD&T for repeatable fixturing. Vibration analysis skills help you diagnose bearing, eccentricity, and electromagnetic noise issues. Understanding of FEA is beneficial for correlating test failures with predicted stress hotspots. You will document test procedures and results thoroughly, making technical writing an important skill. We are expanding our test capabilities in Greenville and need someone who can grow with us. Our facility is modern, well-equipped, and backed by significant investment in next-generation motor technology. Competitive salary with relocation support available.","- BS in Mechanical Engineering\n- 2-5 years of motor or powertrain testing experience\n- Proficiency in SOLIDWORKS\n- Python and MATLAB skills for test automation and data analysis\n- Understanding of GD&T for fixture design\n- Experience with vibration analysis\n- Familiarity with FEA for test-analysis correlation\n- Knowledge of electric motor construction and operation\n- Strong technical writing skills\n- Hands-on mechanical skills for motor assembly/disassembly",EV/Automotive
EV-037,"Regenerative Braking Systems Engineer","BrakeGen Automotive","Dearborn, MI","BrakeGen Automotive is a specialist supplier of regenerative braking systems for EVs. We are hiring a Systems Engineer to design and integrate regen braking hardware for OEM vehicle platforms. You will work on electromechanical actuators, brake-by-wire components, and energy recovery optimization. SOLIDWORKS is used for component design and CATIA for OEM interface models. MATLAB/Simulink is critical for modeling regenerative braking torque distribution, blending regen and friction braking, and evaluating energy recovery under various drive cycles. Understanding of BMS integration is needed since regen power flows directly to the battery, and you must coordinate with battery limits. FEA is performed on caliper brackets and actuator housings for structural validation. GD&T is applied to all safety-critical brake interfaces with tight tolerances. Knowledge of CAN bus communication is essential for brake system controls integration. You will also conduct DFMEA for all brake system components per IATF 16949 requirements. This is a specialized role at the intersection of mechanical design, controls, and vehicle dynamics. If you are passionate about regenerative braking technology and want to work with a leader in the field, apply today.","- BS or MS in Mechanical Engineering\n- 4-7 years of brake system or regenerative braking experience\n- Proficiency in SOLIDWORKS and CATIA\n- Strong MATLAB/Simulink skills for system modeling\n- FEA experience for structural analysis\n- Thorough GD&T knowledge\n- Understanding of BMS and battery charge acceptance\n- CAN bus communication experience\n- DFMEA experience per IATF 16949\n- Knowledge of electric powertrain energy management\n- Experience with regenerative braking calibration and testing",EV/Automotive
EV-038,"Product Design Engineer - EV Accessories","ChargeMate Products","Irvine, CA","ChargeMate Products designs and sells consumer-facing EV accessories including portable chargers, cable organizers, and vehicle-mounted storage solutions. We are looking for a Product Design Engineer to take products from concept through production. This is a consumer products role within the EV ecosystem, and we want someone who sweats the details on features like cable retention mechanisms, magnetic closures, and user-friendly interfaces. You will model products in Fusion 360 and SOLIDWORKS, creating designs optimized for injection molding and overmolding processes. Understanding of DFM for injection molding is essential, including draft angles, wall thickness, and gate placement. GD&T is used for assembly interfaces and vendor drawing packages. AutoCAD supports packaging and installation instruction drawings. We are a small team that ships products through direct-to-consumer and retail channels, so you will see your work on shelves within months of design completion. No Finite Element Analysis deep-dive needed for this role, but basic stress checks in SolidWorks Simulation are expected. Irvine location with hybrid schedule. Great for someone who loves consumer product design and the EV space.","- BS in Mechanical Engineering or Product Design\n- 2-5 years of consumer product design experience\n- Proficiency in Fusion 360 and SOLIDWORKS\n- Knowledge of DFM for injection molding\n- Understanding of GD&T\n- AutoCAD skills\n- Experience taking products from concept to mass production\n- Familiarity with prototyping methods including 3D printing\n- Strong aesthetic sense and attention to user experience features\n- Portfolio demonstrating consumer product design work",EV/Automotive
EV-039,"Controls Integration Mechanical Engineer","AutoPilot EV Systems","Palo Alto, CA","AutoPilot EV Systems develops advanced driver assistance and autonomous driving hardware for electric vehicles. We are seeking a Mechanical Engineer specializing in sensor packaging and controls hardware integration. You will design mounting brackets, enclosures, and thermal solutions for cameras, LiDAR units, radar modules, and compute platforms. Packaging these components within the vehicle body while maintaining aesthetic requirements and serviceability demands creative problem-solving. SOLIDWORKS is our primary CAD tool, with CATIA used for vehicle-level integration. FEA validates bracket strength under vibration and thermal cycling loads. GD&T ensures precise sensor alignment critical for perception accuracy. You will perform tolerance stack-up analysis to guarantee pointing accuracy is maintained across production variation. Thermal analysis of compute modules is a regular task since these components generate significant heat. Python scripting helps automate design checks and data extraction. Understanding of CAN bus architecture aids communication with the software team on sensor trigger timing and data flow. This is a multidisciplinary role at the intersection of mechanical, electrical, and software engineering. Palo Alto compensation includes base, bonus, and equity.","- BS or MS in Mechanical Engineering\n- 3-6 years of experience in sensor packaging or electronics integration\n- Proficiency in SOLIDWORKS and CATIA\n- FEA skills for structural and thermal analysis\n- Strong GD&T and tolerance stack-up expertise\n- Python scripting ability\n- Understanding of thermal analysis for electronics cooling\n- Familiarity with CAN bus and vehicle networks\n- DFM knowledge for die cast and machined housings\n- AutoCAD for installation documentation",EV/Automotive
EV-040,"EV Drivetrain NVH Engineer","SilentDrive Engineering","Ann Arbor, MI","SilentDrive Engineering specializes in noise, vibration, and harshness solutions for EV drivetrains. Our Ann Arbor team needs an NVH Engineer focused specifically on gear whine, bearing noise, and electromagnetic force excitation in electric drive units. You will use a combination of analytical models in MATLAB, FEA modal analysis in ANSYS, and experimental testing to diagnose and mitigate NVH issues. Vibration analysis of rotating assemblies is the core competency we require. You will design test fixtures and measurement setups in SOLIDWORKS, applying GD&T to ensure measurement repeatability. Python is used for order tracking analysis and data visualization. Experience with C++ is a plus for integrating with our proprietary NVH analysis software platform. Understanding of structural analysis for housing stiffness optimization helps you design quieter motor enclosures. This role involves frequent collaboration with motor designers, gear engineers, and vehicle integration teams at our OEM customers. Ann Arbor is a university town with a vibrant culture, excellent restaurants, and easy access to Detroit OEM engineering centers. Competitive salary, 401(k) match, and annual professional development budget.","- MS in Mechanical Engineering (dynamics, acoustics, or vibration)\n- 4-7 years of NVH engineering experience in automotive\n- Proficiency in ANSYS for modal and harmonic analysis\n- Strong MATLAB skills for signal processing and data analysis\n- Experience with vibration analysis of rotating machinery\n- SOLIDWORKS proficiency for fixture design\n- GD&T knowledge\n- Python programming skills\n- C++ experience is a plus\n- Understanding of structural analysis for housing design\n- FEA skills for modal and frequency response analysis",EV/Automotive
EV-041,"Manufacturing Quality Technician to Engineer Pipeline","VoltDrive Motors","Chattanooga, TN","VoltDrive Motors is offering a unique pathway for experienced Quality Technicians looking to transition into an engineering role. Based at our new Chattanooga assembly plant, you will start in a hands-on quality inspection role and participate in a concurrent engineering education program we sponsor. Day-to-day you will use GD&T knowledge to interpret blueprints, perform dimensional inspection using CMMs and hand gauges, conduct SPC analysis on critical dimensions, and support root cause analysis for production quality issues using 8D methodology. As you progress, you will take on responsibilities including PFMEA updates, control plan revisions, and PPAP documentation. SOLIDWORKS skills will be developed through our internal training program. We operate under IATF 16949 and ISO 9001, so familiarity with quality management system auditing is expected. Understanding of lean manufacturing principles including 5S and visual management supports our daily operations. This program has placed 12 technicians into engineering roles over the past three years. If you have a technical associate's degree and hunger to grow, VoltDrive will invest in your development.","- Associate's degree in Mechanical or Manufacturing Technology (BS preferred)\n- 3+ years of quality inspection experience in automotive\n- Strong GD&T reading and interpretation ability\n- Knowledge of SPC and measurement systems analysis\n- Experience with root cause analysis (8D)\n- Familiarity with IATF 16949 and ISO 9001\n- Understanding of APQP and PPAP\n- Basic SOLIDWORKS skills (training provided)\n- Lean manufacturing awareness (5S, visual management)\n- Passion for continuous learning and career growth",EV/Automotive
EV-042,"Thermal Simulation Engineer","HeatWise Engineering","San Jose, CA","HeatWise Engineering provides thermal simulation consulting to EV and tech companies in Silicon Valley. We are hiring a Thermal Simulation Engineer to perform CFD and conjugate heat transfer analyses for battery packs, power electronics, and motor cooling systems. ANSYS Fluent and ANSYS Mechanical are our primary tools, and you will build detailed simulation models from CAD geometry provided in SOLIDWORKS, CATIA, and Creo formats. GD&T understanding helps you interpret drawing tolerances that affect thermal contact resistance and gap conductance assumptions in your models. MATLAB and Python are used for automating parametric sweeps and generating performance maps. Thermal analysis is obviously the core of this role, but we also perform thermo-mechanical FEA to evaluate thermal stress and warpage in electronic assemblies. Understanding of DFM helps you provide actionable recommendations that clients can actually implement. Our clients range from Fortune 500 OEMs to Series A startups, so you will see incredible variety. San Jose office with flexible hours and remote Fridays. We value engineers who can communicate complex simulation results in clear, practical terms.","- MS in Mechanical Engineering (thermal/fluids focus)\n- 3-6 years of thermal simulation experience\n- Expert proficiency in ANSYS Fluent and ANSYS Mechanical\n- Experience with SOLIDWORKS, CATIA, and Creo for geometry handling\n- Strong MATLAB and Python skills\n- Deep thermal analysis expertise\n- FEA knowledge for thermo-structural analysis\n- Understanding of GD&T\n- DFM awareness for practical design recommendations\n- Strong technical writing and client-facing communication skills",EV/Automotive
EV-043,"Electric Vehicle Test Driver/Engineer","ProveOut Testing","Wittmann, AZ","ProveOut Testing operates a desert proving ground near Phoenix where we validate EVs under extreme heat conditions. We are hiring a Test Driver/Engineer to support vehicle-level testing including range validation, thermal soak testing, charging performance, and durability driving. This is not a pure desk role. You will drive prototype vehicles on our test tracks and public roads, record observations, and instrument vehicles with sensors. Engineering tasks include designing test fixtures in SOLIDWORKS, analyzing data in MATLAB, and writing detailed test reports. GD&T knowledge helps when inspecting components after durability runs. Understanding of BMS behavior under thermal stress is important for interpreting charging and battery data. You will monitor CAN bus signals in real-time during test drives to flag anomalies. Familiarity with electric powertrain systems helps you communicate effectively with development engineers when reporting issues. This is an outdoors-heavy role in Arizona's extreme climate. We provide climate-controlled garages and strict heat safety protocols. If you love driving, testing, and the desert sun, ProveOut is the place. Competitive pay plus hazard differential for extreme weather testing.","- BS in Mechanical or Automotive Engineering\n- 2-5 years of vehicle testing experience\n- Valid driver's license with clean record\n- SOLIDWORKS skills for fixture design\n- MATLAB proficiency for data analysis\n- Understanding of GD&T\n- Knowledge of BMS and battery thermal behavior\n- CAN bus data monitoring experience\n- Familiarity with electric powertrain systems\n- Strong technical writing for test documentation\n- Physical fitness for demanding driving schedules in extreme conditions",EV/Automotive
EV-044,"Injection Molding Design Engineer","PlastiVolt Components","Louisville, KY","PlastiVolt Components supplies injection-molded plastic parts to the EV industry, including battery module housings, connector covers, HVAC ducting, and interior trim components. We need an Injection Molding Design Engineer at our Louisville facility. You will design parts in SOLIDWORKS optimized for the injection molding process, accounting for draft angles, uniform wall thickness, rib design, and knit line management. Moldflow simulation experience is a major plus. GD&T on your drawings must reflect the achievable tolerances for injection molded parts, and you will educate customers when their tolerances are unrealistic for the process. DFM is your bread and butter. You will conduct DFM reviews on every new part, providing feedback to OEM customers on design changes that reduce cost and improve quality. FEA is used for structural validation of housing and enclosure parts. Understanding of IATF 16949 is necessary as we supply safety-critical components. Tolerance stack-up analysis ensures your parts fit into multi-part assemblies. AutoCAD is used for plant-level tooling layouts. Louisville is an affordable and liveable city with a strong manufacturing base.","- BS in Mechanical or Plastics Engineering\n- 4-7 years of injection molding design experience\n- Proficiency in SOLIDWORKS\n- Expert-level DFM knowledge for injection molding\n- Strong GD&T skills\n- Tolerance stack-up analysis experience\n- FEA for structural validation\n- AutoCAD for tooling layout drawings\n- Knowledge of IATF 16949 quality standards\n- Moldflow or similar simulation experience preferred\n- Familiarity with DFMEA processes",EV/Automotive
