job_id,title,company,location,description,requirements,industry
AR-034,"Landing Gear Engineer","TouchDown Aerospace","Wichita, KS","TouchDown Aerospace designs landing gear systems for military and commercial aircraft. We need a Landing Gear Engineer to design strut assemblies, actuators, and retraction mechanisms in CATIA V5. You will perform FEA in ANSYS for landing impact loads and fatigue life prediction. The role requires expertise in hydraulic actuator design, GD&T for precision machined components, and tolerance stack-up analysis for kinematic mechanisms. Fatigue analysis and damage tolerance drive design decisions. AS9100 documentation and systems engineering for landing gear integration with the airframe are essential.","- BS in Mechanical or Aerospace Engineering
- 5+ years landing gear or mechanism design
- CATIA V5 for mechanism modeling
- ANSYS FEA for impact and fatigue loads
- Hydraulic actuator design
- GD&T per ASME Y14.5
- Tolerance stack-up for mechanisms
- Fatigue and damage tolerance analysis
- AS9100 documentation
- Systems engineering for airframe integration","Aerospace/Robotics"
AR-035,"Senior Robotics Engineer","Autonomous Systems Lab","Boston, MA","The Autonomous Systems Lab develops next-generation robotic platforms for healthcare and logistics. We need a Senior Robotics Engineer to lead mechanical design of robot platforms, integrate sensors and actuators, and coordinate with software teams on ROS2-based control systems. SolidWorks is used for all mechanical design. FEA in ANSYS validates structural and dynamic performance. You will apply lightweight optimization, specify motors and transmissions, and mentor junior engineers. C++ and Python are used for hardware interface code. Systems engineering manages the full robot architecture. GD&T ensures manufacturing precision for precision mechanism components.","- BS/MS in Mechanical or Robotics Engineering
- 7+ years robotics mechanical design
- SolidWorks expert proficiency
- ANSYS FEA for dynamic analysis
- ROS2 integration (C++ and Python)
- Lightweight optimization for payload capacity
- Motor and transmission specification
- GD&T per ASME Y14.5
- Systems engineering for robot architecture
- Technical leadership and mentoring","Aerospace/Robotics"
AR-036,"Spacecraft Structures Analyst","GravityWell Space","Cape Canaveral, FL","GravityWell Space develops reusable launch vehicles. We need a Spacecraft Structures Analyst to perform detailed FEA of tank structures, interstage adapters, and payload fairings using ANSYS. CATIA V5 models define the geometry. You will calculate margins of safety, perform buckling analysis, and assess fatigue life for reusable structures. Composite and metallic material analysis is required. GD&T documentation per ASME Y14.5 supports manufacturing. Lightweight optimization is critical for vehicle performance. Python and MATLAB automate analysis workflows. Systems engineering coordinates structural analysis with propulsion and thermal teams. AS9100 compliance is required.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 4+ years structural analysis for launch vehicles
- ANSYS FEA expert (static, buckling, dynamic)
- CATIA V5 for geometry interpretation
- Composite and metallic analysis
- Fatigue analysis for reusable structures
- GD&T per ASME Y14.5
- Lightweight optimization
- Python and MATLAB for automation
- Systems engineering and AS9100","Aerospace/Robotics"
AR-037,"Robotics Controls Engineer","MotionIQ Robotics","San Diego, CA","MotionIQ Robotics develops high-speed pick-and-place robots for electronics manufacturing. We need a Robotics Controls Engineer to design and tune servo control systems, implement trajectory planning algorithms, and optimize robot dynamic performance. C++ and Python are used within the ROS2 framework. You will work with mechanical designers (SolidWorks) on arm dynamics, perform vibration analysis to minimize resonance, and use MATLAB/Simulink for control system simulation. Understanding of structural FEA for validating robot arm rigidity and systems engineering for the full control stack is important.","- BS/MS in Mechanical or Electrical Engineering
- 3+ years servo control and motion planning
- C++ and Python proficiency
- ROS2 framework experience
- MATLAB/Simulink for control simulation
- SolidWorks familiarity for mechanical interface
- Vibration analysis for dynamic tuning
- FEA awareness for arm rigidity
- Systems engineering for controls architecture
- High-speed trajectory planning experience","Aerospace/Robotics"
AR-038,"Aerospace Quality Engineer","QualityAero Solutions","Tucson, AZ","QualityAero Solutions provides quality engineering services for aerospace manufacturers. We need an Aerospace Quality Engineer to manage AS9100 compliance, conduct supplier audits, and lead root cause analysis on non-conforming hardware. GD&T expertise is critical for interpreting drawings and verifying machined and fabricated parts. You will facilitate DFMEA reviews, manage SPC programs for critical characteristics, and generate customer quality reports. SolidWorks drawing review capability ensures accurate disposition of non-conformances. Understanding of CNC machining, composite fabrication, and additive manufacturing quality features of our business is important. ISO 9001 is the foundation of our quality system.","- BS in Mechanical or Aerospace Engineering
- 4+ years aerospace quality engineering
- AS9100 expert (lead auditor preferred)
- GD&T expert per ASME Y14.5
- DFMEA facilitation
- SPC for critical characteristics
- Root cause analysis (8D methodology)
- SolidWorks drawing review
- CNC and composite quality knowledge
- ISO 9001 foundation and technical writing","Aerospace/Robotics"
AR-039,"Rocket Engine Test Engineer","FlamePoint Propulsion","Stennis Space Center, MS","FlamePoint Propulsion develops and tests liquid rocket engines. We need a Rocket Engine Test Engineer to design test stands, instrument engines, and analyze hot-fire test data. SolidWorks is used for test stand structural design with GD&T documentation. FEA in ANSYS validates structures under thrust and thermal loads. MATLAB and Python process high-speed pressure and temperature data. The role requires thermal analysis expertise, understanding of propulsion systems, and AS9100 test documentation. Systems engineering coordinates test objectives with the design team. Technical writing produces formal test reports.","- BS in Aerospace or Mechanical Engineering
- 3+ years propulsion or test engineering
- SolidWorks for test stand design
- ANSYS FEA for structural and thermal analysis
- MATLAB and Python for data processing
- GD&T per ASME Y14.5
- Thermal analysis for combustion systems
- AS9100 test documentation
- Systems engineering coordination
- Technical writing for test reports","Aerospace/Robotics"
AR-040,"EOAT Design Engineer - Robotics","GripStar Solutions","Grand Rapids, MI","GripStar Solutions designs end-of-arm tooling for industrial robots in automotive and aerospace manufacturing. We need an EOAT Design Engineer to create custom gripper and fixture designs in SolidWorks. You will specify pneumatic actuators, vacuum cups, and mechanical clamps. FEA validates tooling under dynamic loads from robot motion. GD&T ensures tooling meets part positioning requirements. DFM review for CNC and 3D printing drives efficient fabrication. You will integrate tooling with FANUC and ABB robots and PLC cell controllers. Lightweight optimization maximizes robot payload capacity.","- BS in Mechanical Engineering
- 3+ years EOAT or fixture design
- SolidWorks proficiency
- FEA for dynamic load validation
- Pneumatic actuator specification
- GD&T per ASME Y14.5
- DFM for CNC and 3D printing
- 3D printing for prototyping
- FANUC/ABB robot integration
- Lightweight optimization for payload","Aerospace/Robotics"
AR-041,"CFD Analyst - Propulsion","ThrustDynamics Aerospace","Huntsville, AL","ThrustDynamics Aerospace performs CFD analysis for rocket engine and gas turbine clients. We need a CFD Analyst to run complex internal and external flow simulations using ANSYS Fluent. You will model combustion, heat transfer, and multi-phase flows. CATIA is used for geometry preparation. MATLAB and Python automate meshing and post-processing workflows. The role requires strong thermal analysis skills, understanding of structural loads from pressure fields, and technical writing for analysis reports. AS9100 and systems engineering discipline govern our work.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 3+ years CFD analysis experience
- ANSYS Fluent expert
- CATIA for geometry preparation
- Thermal analysis of propulsion systems
- MATLAB and Python for automation
- CFD meshing best practices
- AS9100 analysis documentation
- Systems engineering for load coordination
- Technical writing for analysis reports","Aerospace/Robotics"
AR-042,"Satellite Integration Technician Lead","MicroSat Assemblies","Cape Canaveral, FL","MicroSat Assemblies integrates CubeSat and SmallSat platforms. We need a Satellite Integration Technician Lead to manage clean room assembly, perform mechanical integration of subsystems, and verify fit per GD&T specifications. SolidWorks assembly models guide integration procedures. You will torque fasteners per specifications, perform harnessing, and support vibration and thermal vacuum testing. AS9100 work instructions govern all activities. Understanding of composite and metallic structures, systems engineering integration sequences, and tolerance stack-up verification is required. Technical writing produces integration procedures and as-built documentation.","- Associates or BS in Mechanical Engineering
- 4+ years spacecraft integration experience
- SolidWorks for assembly model review
- GD&T per ASME Y14.5
- Clean room assembly procedures
- AS9100 work instruction compliance
- Vibration and TVAC test support
- Composite and metallic hardware handling
- Tolerance stack-up verification
- Technical writing for integration procedures","Aerospace/Robotics"
AR-043,"Helicopter Rotor Dynamics Engineer","RotorTech Aerospace","Philadelphia, PA","RotorTech Aerospace designs rotor systems for military and commercial helicopters. We need a Rotor Dynamics Engineer to perform vibration analysis of rotating components, analyze blade fatigue life, and optimize rotor hub designs. CATIA V5 is used for CAD modeling, and ANSYS for structural and dynamic FEA. MATLAB analyzes frequency response data and rotor dynamics models. The role requires deep knowledge of fatigue analysis, composite blade structures, and GD&T for precision rotating components. Systems engineering coordinates rotor design with flight control requirements. AS9100 documentation is standard.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 5+ years rotorcraft or rotating machinery
- CATIA V5 for rotor component modeling
- ANSYS FEA for dynamic and fatigue analysis
- MATLAB for rotor dynamics modeling
- Vibration analysis for rotating systems
- Fatigue analysis and damage tolerance
- Composite blade structure design
- GD&T for rotating components
- AS9100 and systems engineering","Aerospace/Robotics"
AR-044,"Space Mechanisms Test Engineer","DeployTech Space","Denver, CO","DeployTech Space designs deployment mechanisms for solar arrays and antennas. We need a Space Mechanisms Test Engineer to plan and execute functional, vibration, and thermal vacuum tests on flight mechanism hardware. SolidWorks designs test fixtures and ground support equipment. FEA in ANSYS predicts test environments. MATLAB and Python process high-speed camera and sensor data from deployment tests. GD&T inspection verifies mechanism tolerances before and after testing. Fatigue analysis informs test load levels. AS9100 governs test documentation. Systems engineering coordinates test objectives with the mechanism design team.","- BS in Mechanical or Aerospace Engineering
- 3+ years mechanism testing experience
- SolidWorks for test fixture design
- ANSYS FEA for test environment prediction
- MATLAB and Python for data processing
- GD&T for pre/post-test inspection
- Fatigue analysis for test load definition
- Vibration and TVAC testing
- AS9100 test documentation
- Systems engineering for test coordination","Aerospace/Robotics"
AR-045,"Autonomous Drone Software Engineer","SkySense Autonomy","Austin, TX","SkySense Autonomy develops autonomous flight software for commercial drones. We need an Autonomous Drone Software Engineer to implement perception, planning, and control algorithms. You will write C++ and Python within the ROS2 framework, integrate LIDAR, cameras, and IMU sensors, and test in simulation (Gazebo, AirSim). While primarily a software role, understanding of drone mechanical design (SolidWorks models), structural analysis constraints, and systems engineering is essential for designing robust autonomous behaviors. MATLAB for control algorithm prototyping and machine learning for perception are key skills.","- BS/MS in Robotics, Aerospace, or Computer Engineering
- 3+ years autonomous systems development
- C++ and Python proficiency
- ROS2 framework expertise
- SLAM, path planning, and perception algorithms
- Machine learning for vision-based perception
- MATLAB for control prototyping
- Sensor integration (LIDAR, cameras, IMU)
- SolidWorks familiarity for mechanical understanding
- Systems engineering for autonomous architecture","Aerospace/Robotics"
AR-046,"Aerospace Materials Engineer","MateriAero Technologies","Dayton, OH","MateriAero Technologies is a materials testing and consulting firm serving aerospace OEMs. We need an Aerospace Materials Engineer to characterize metallic and composite material properties, conduct coupon testing, and generate material allowables for structural analysis. SolidWorks designs test specimens and fixtures. ANSYS FEA correlates with test data. The role requires understanding of fatigue properties, composite layup effects, and lightweight optimization through material selection. GD&T applies to specimen specifications. AS9100 and NADCAP govern our testing processes. Python and MATLAB analyze test data. Technical writing produces formal material data reports.","- BS in Mechanical or Materials Engineering (MS preferred)
- 3+ years aerospace materials testing
- SolidWorks for specimen and fixture design
- ANSYS FEA for test correlation
- Fatigue testing and S-N curve generation
- Composite material characterization
- Lightweight optimization through material selection
- GD&T for specimen specifications
- AS9100 and NADCAP compliance
- Python, MATLAB, and technical writing","Aerospace/Robotics"
AR-047,"Robot Simulation Engineer","SimBot Technologies","Pittsburgh, PA","SimBot Technologies creates digital twin simulations for robotic systems. We need a Robot Simulation Engineer to build physics-based simulations of robotic arms, mobile platforms, and grippers. You will use Python and C++ within ROS2, develop simulation environments in Gazebo and Isaac Sim, and validate simulation fidelity against hardware data. SolidWorks models are imported for accurate geometry. FEA data informs structural compliance models. MATLAB validates control algorithm performance. The role requires systems engineering to ensure simulation covers all relevant physics. Machine learning is used for sim-to-real transfer learning.","- BS/MS in Robotics, Mechanical, or Computer Engineering
- 3+ years robot simulation experience
- Python and C++ proficiency
- ROS2 and simulation tools (Gazebo, Isaac Sim)
- SolidWorks model import and processing
- FEA awareness for compliance modeling
- MATLAB for control validation
- Machine learning for sim-to-real transfer
- Systems engineering for simulation fidelity
- Physics-based modeling expertise","Aerospace/Robotics"
AR-048,"Wing Design Engineer","AeroWing Structures","Seattle, WA","AeroWing Structures designs wing structural components for next-generation commercial aircraft. We need a Wing Design Engineer to create rib, spar, and skin panel designs in CATIA V5, coordinate with stress engineers on FEA loading, and generate production drawings with GD&T. You will design for both metallic (aluminum) and composite (CFRP) construction, apply DFM principles for assembly optimization, and manage tolerance stack-ups across large wing box structures. Fatigue and damage tolerance awareness guides design decisions. AS9100 documentation is mandatory. Structural analysis hand calculations supplement FEA. Lightweight optimization is always the goal.","- BS in Aerospace or Mechanical Engineering
- 4+ years wing or aerostructures design
- CATIA V5 expert proficiency
- GD&T per ASME Y14.5
- Composite and metallic design
- DFM for aerospace manufacturing
- Tolerance stack-up analysis
- Fatigue and damage tolerance awareness
- Structural analysis hand calculations
- AS9100 and lightweight optimization","Aerospace/Robotics"
AR-049,"Robotics Manufacturing Engineer","BotBuild Manufacturing","Grand Rapids, MI","BotBuild Manufacturing produces robotic arm components and assemblies. We need a Robotics Manufacturing Engineer to develop CNC machining processes for precision robot joint components, design assembly fixtures in SolidWorks, and implement SPC on critical dimensions. GD&T expertise ensures tight-tolerance rotating components meet specifications. The role includes DFM feedback to the design team, root cause analysis for quality issues, and lean manufacturing for assembly optimization. FEA validates fixture designs. Industrial robotics knowledge is needed to understand the products we build. ISO 9001 governs our quality system.","- BS in Mechanical or Manufacturing Engineering
- 3+ years precision manufacturing experience
- CNC machining for tight-tolerance parts
- SolidWorks for fixture design
- GD&T expert per ASME Y14.5
- SPC for critical dimensions
- DFM feedback to design team
- FEA for fixture validation
- Root cause analysis
- Industrial robotics knowledge and ISO 9001","Aerospace/Robotics"
AR-050,"Propulsion Thermal Analyst","IgniteSpace Systems","Hawthorne, CA","IgniteSpace Systems designs next-generation rocket engines. We need a Propulsion Thermal Analyst to model heat transfer in combustion chambers, nozzles, and turbopumps. You will use ANSYS Fluent for conjugate heat transfer analysis and ANSYS Mechanical for thermal stress FEA. CATIA V5 provides CAD geometry. MATLAB and Python automate thermal boundary condition generation and results extraction. The role requires understanding of high-temperature materials, cooling channel design, and thermal barrier coatings. GD&T applies to thermal management hardware. AS9100 documentation and systems engineering for thermal-structural integration are core. Lightweight optimization reduces engine mass.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 3+ years thermal analysis for propulsion
- ANSYS Fluent for conjugate heat transfer
- ANSYS Mechanical for thermal stress
- CATIA V5 for geometry
- MATLAB and Python for automation
- High-temperature materials knowledge
- Thermal analysis and cooling design
- GD&T and AS9100
- Systems engineering and lightweight optimization","Aerospace/Robotics"
AR-051,"Helicopter Structures Engineer","VertiFlight Aerospace","Philadelphia, PA","VertiFlight Aerospace designs structural components for military helicopters. We need a Helicopter Structures Engineer to analyze and design fuselage, cabin, and tail boom structures. CATIA V5 is the primary CAD tool. ANSYS is used for FEA including crash, fatigue, and vibration analysis. The role requires expertise in metallic and composite structures, GD&T for manufacturing specifications, and tolerance stack-up for large assembly interfaces. DFM coordinates with production. Fatigue analysis drives inspection intervals. AS9100 and MIL-HDBK documentation standards apply. Systems engineering manages structural interfaces. SolidWorks may be used for component-level design.","- BS in Aerospace or Mechanical Engineering
- 5+ years rotorcraft or aircraft structures
- CATIA V5 for structural design
- ANSYS FEA (static, fatigue, dynamic)
- Composite and metallic structure analysis
- GD&T per ASME Y14.5
- Tolerance stack-up for large assemblies
- DFM for aerospace production
- Fatigue analysis and damage tolerance
- AS9100 and systems engineering","Aerospace/Robotics"
AR-052,"Underwater Robotics Engineer","DeepBlue Robotics","San Diego, CA","DeepBlue Robotics builds remotely operated and autonomous underwater vehicles. We need an Underwater Robotics Engineer to design pressure housings, manipulator arms, and buoyancy systems. SolidWorks is the primary CAD tool. FEA in ANSYS validates designs for deep-water pressure loads. CFD optimizes hydrodynamic drag. You will apply GD&T to critical sealing interfaces, design for CNC and additive manufacturing, and apply lightweight optimization for buoyancy management. ROS2 and Python interface hardware with autonomy software. The role requires systems engineering for full-vehicle integration and thermal analysis for electronics enclosures.","- BS in Mechanical or Ocean Engineering
- 3+ years underwater vehicle or marine design
- SolidWorks for mechanical design
- ANSYS FEA for pressure analysis
- CFD for hydrodynamic optimization
- GD&T for sealing interfaces
- DFM for CNC and 3D printing
- Lightweight optimization for buoyancy
- ROS2 and Python for software interface
- Systems engineering and thermal analysis","Aerospace/Robotics"
AR-053,"Satellite Antenna Mechanical Engineer","CommStar Space","Houston, TX","CommStar Space designs communication satellite antenna systems. We need a Satellite Antenna Mechanical Engineer to design reflector structures, feed horn mounts, and deployment mechanisms. CATIA is the primary CAD platform. You will perform FEA in ANSYS for thermal distortion, vibration qualification, and deployment dynamics. GD&T specifications ensure RF surface accuracy after manufacturing and environmental exposure. The role requires composites knowledge for reflector structures, systems engineering for antenna-spacecraft mechanical interfaces, and tolerance stack-up analysis for pointing accuracy. AS9100 documentation is standard. MATLAB models mechanism kinematics. Lightweight optimization is critical.","- BS in Mechanical or Aerospace Engineering
- 3+ years antenna or spacecraft mechanism design
- CATIA for reflector and mechanism design
- ANSYS FEA for thermal distortion and vibration
- GD&T for RF surface specifications
- Composites for reflector structures
- Tolerance stack-up for pointing accuracy
- Systems engineering for antenna integration
- MATLAB for kinematic modeling
- AS9100 and lightweight optimization","Aerospace/Robotics"
AR-054,"Aerospace Fastener Engineer","JointTech Aerospace","Wichita, KS","JointTech Aerospace is a fastener distributor and engineering services firm for the aerospace industry. We need a Fastener Engineer to support aircraft OEMs with joint analysis, fastener selection, and installation specification development. You will perform structural analysis of bolted and riveted joints using hand calculations and FEA in ANSYS. SolidWorks and CATIA are used for joint modeling. GD&T and tolerance stack-up analysis ensure proper fit. The role requires fatigue analysis of joints, understanding of composite-metallic interface features and considerations, and AS9100 documentation. Creo is used by some of our customers. Technical writing produces installation specifications.","- BS in Mechanical or Aerospace Engineering
- 3+ years aerospace joint analysis
- FEA in ANSYS for joint analysis
- SolidWorks and/or CATIA
- Creo familiarity for customer models
- GD&T and tolerance stack-up
- Fatigue analysis for joints
- Composite-metallic interface knowledge
- AS9100 documentation
- Structural analysis hand calculations and technical writing","Aerospace/Robotics"
AR-055,"Senior Spacecraft Mechanical Engineer","Celestial Dynamics","Denver, CO","Celestial Dynamics develops science instruments for planetary exploration missions. We need a Senior Spacecraft Mechanical Engineer to lead mechanical design of instrument optical benches, detector mounts, and thermal shields. CATIA V5 is our CAD platform. ANSYS performs structural and thermal FEA for launch and operational environments. You will apply lightweight optimization aggressively — our mass budgets are extremely tight. GD&T and tolerance stack-up analysis ensure optical alignment. The role requires composites knowledge, fatigue analysis for mechanisms, and systems engineering to coordinate with optical, electrical, and thermal teams. Python and MATLAB automate analysis. AS9100 documentation is mandatory.","- BS/MS in Aerospace or Mechanical Engineering
- 8+ years spacecraft mechanical design
- CATIA V5 expert
- ANSYS FEA for structures and thermal
- Lightweight optimization for tight mass budgets
- GD&T and tolerance stack-up
- Composites for structural design
- Fatigue analysis for mechanisms
- Systems engineering for instrument integration
- Python, MATLAB, and AS9100","Aerospace/Robotics"
AR-056,"Agricultural Robotics Mechanical Engineer","AgriBot Systems","Ames, IA","AgriBot Systems develops autonomous robots for precision agriculture. We need a Mechanical Engineer to design chassis structures, manipulation arms, and environmental enclosures for outdoor robots operating in harsh conditions. SolidWorks is the primary CAD tool. FEA in ANSYS validates designs for rough-terrain loading and environmental sealing. You will design for CNC machining and sheet metal fabrication with DFM review. GD&T documents critical interfaces. ROS2 and Python connect hardware to the autonomy stack. Thermal analysis ensures electronics survive temperature extremes. Lightweight optimization extends battery life.","- BS in Mechanical or Agricultural Engineering
- 2+ years outdoor robotics or vehicle design
- SolidWorks for structural and enclosure design
- ANSYS FEA for terrain loading
- DFM for CNC and sheet metal
- GD&T per ASME Y14.5
- ROS2 and Python for software integration
- Thermal analysis for electronics
- Lightweight optimization
- Environmental sealing design (IP ratings)","Aerospace/Robotics"
AR-057,"Rocket Structures Intern","LaunchPad Engineering","Hawthorne, CA","LaunchPad Engineering is offering a Rocket Structures Internship for current AE or ME students. You will support structural analysis of launch vehicle components using ANSYS FEA under senior engineer mentorship. SolidWorks and CATIA model building will be taught. You will learn GD&T interpretation, fatigue analysis basics, and AS9100 documentation practices. MATLAB and Python for analysis data processing are used daily. This is a paid 12-week internship with potential for full-time conversion. Students preparing for the FE exam receive additional mentoring. Lightweight optimization concepts will be introduced through real flight hardware projects.","- Currently pursuing BS in Aerospace or Mechanical Engineering
- Completed junior year minimum
- Coursework in structures and mechanics of materials
- Basic SolidWorks or CATIA experience
- MATLAB and/or Python basics
- Interest in launch vehicles and space systems
- GD&T awareness from coursework
- FE exam preparation is a plus
- Strong analytical skills
- Eagerness to learn FEA and structural analysis","Aerospace/Robotics"
AR-058,"Exoskeleton Mechanical Engineer","ExoMotion Technologies","Boston, MA","ExoMotion Technologies develops powered exoskeletons for rehabilitation and industrial use. We need a Mechanical Engineer to design exoskeleton linkages, actuator assemblies, and body-interface structures. SolidWorks is the primary CAD tool. FEA in ANSYS validates designs under biomechanical loading. You will apply lightweight optimization to minimize device mass while maintaining strength and stiffness. GD&T ensures precision for CNC-machined joint components. 3D printing is used for rapid prototyping. ROS2 and C++ interface with the motor control system. The role requires DFM review for production transition and systems engineering for the full human-robot system.","- BS/MS in Mechanical or Biomedical Engineering
- 3+ years exoskeleton or wearable robotics design
- SolidWorks proficiency
- ANSYS FEA for biomechanical loading
- Lightweight optimization for wearable mass
- GD&T per ASME Y14.5
- 3D printing for rapid prototyping
- DFM for CNC production
- ROS2 and C++ for motor control interface
- Systems engineering for human-robot system","Aerospace/Robotics"
AR-059,"Turbine Engine Mechanical Designer","BladeForge Aerospace","Cincinnati, OH","BladeForge Aerospace designs turbine engine components for military and commercial applications. We need a Mechanical Designer to model turbine blades, disks, and casings in Creo Parametric. FEA in ANSYS performs thermal and structural analysis for extreme operating conditions. The role requires deep knowledge of high-temperature materials (nickel superalloys, ceramic matrix composites), GD&T for precision rotating components, and fatigue analysis under vibratory loading. Tolerance stack-up ensures rotor balance requirements. DFM for investment casting and CNC machining is essential. AS9100 documentation. MATLAB for data analysis. Systems engineering coordinates with the propulsion team.","- BS in Mechanical or Aerospace Engineering
- 4+ years turbine engine design
- Creo Parametric for component modeling
- ANSYS FEA for thermal and structural analysis
- High-temperature materials knowledge
- GD&T for rotating components
- Fatigue analysis under vibratory loading
- Tolerance stack-up for rotor balance
- DFM for casting and CNC
- AS9100, MATLAB, and systems engineering","Aerospace/Robotics"
AR-060,"Space Habitat Structural Engineer","NewFrontier Habitats","Houston, TX","NewFrontier Habitats designs pressurized modules for commercial space stations. We need a Space Habitat Structural Engineer to analyze and design pressure vessel structures, berthing interfaces, and internal outfitting. CATIA V5 is the primary CAD tool. ANSYS performs FEA for pressurization, docking loads, and micrometeoroid impact. You will apply fatigue analysis for the 15-year mission life, GD&T for weld joint preparations and critical interfaces, and tolerance stack-up for docking mechanisms. Lightweight optimization reduces launch mass. Composites and metallic structures are both used. AS9100 and systems engineering are core. Python and MATLAB automate analysis.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 4+ years pressure vessel or spacecraft structures
- CATIA V5 for structural design
- ANSYS FEA for pressurization and dynamic loads
- Fatigue analysis for long-duration missions
- GD&T per ASME Y14.5
- Tolerance stack-up for mechanisms
- Lightweight optimization
- Composites and metallic structures
- AS9100, systems engineering, Python, and MATLAB","Aerospace/Robotics"
AR-061,"Drone Delivery Systems Engineer","SwiftDrop Logistics","Austin, TX","SwiftDrop Logistics develops drone delivery systems for urban package delivery. We need a Systems Engineer to integrate airframe mechanical design, payload release mechanisms, and autonomy software. SolidWorks is used for mechanism and structure design. FEA in ANSYS validates flight loads. CFD optimizes aerodynamic efficiency. The role requires GD&T documentation, DFM for 3D printing and CNC, and lightweight optimization for maximum payload fraction. ROS2 and Python interface with flight control. Systems engineering manages the full vehicle from airframe through software. MATLAB for flight performance modeling is used. Machine learning improves delivery accuracy.","- BS in Aerospace, Mechanical, or Systems Engineering
- 3+ years drone or UAV systems experience
- SolidWorks for mechanical design
- ANSYS FEA for flight loads
- CFD for aerodynamics
- GD&T per ASME Y14.5
- DFM for 3D printing and CNC
- Lightweight optimization
- ROS2 and Python
- Systems engineering, MATLAB, and machine learning","Aerospace/Robotics"
AR-062,"Spacecraft Propulsion Mechanical Designer","ThrustVector Space","Redmond, WA","ThrustVector Space develops electric propulsion systems for satellites. We need a Mechanical Designer to model ion thruster components, propellant tanks, and feed system assemblies in SolidWorks and CATIA. FEA in ANSYS validates designs for launch vibration and thermal environments. Thermal analysis of thruster discharge chambers is critical. GD&T documents precision components. The role requires DFM for CNC and additive manufacturing of refractory metal parts, tolerance stack-up for thruster assembly alignment, and AS9100 documentation. Systems engineering coordinates propulsion mechanical design with electrical and test teams. Lightweight optimization minimizes propulsion system mass.","- BS in Mechanical or Aerospace Engineering
- 3+ years propulsion or spacecraft hardware design
- SolidWorks and/or CATIA
- ANSYS FEA for vibration and thermal
- Thermal analysis for high-temperature components
- GD&T per ASME Y14.5
- DFM for CNC and additive manufacturing
- Tolerance stack-up for alignment
- AS9100 documentation
- Systems engineering and lightweight optimization","Aerospace/Robotics"
AR-063,"Surgical Robotics Mechanical Engineer","PrecisionCut Medical Robotics","Boston, MA","PrecisionCut Medical Robotics develops robotic systems for minimally invasive surgery. We need a Mechanical Engineer to design compact actuator assemblies, instrument tips, and cable-driven mechanisms. SolidWorks is the primary CAD tool for miniature mechanism design. FEA in ANSYS validates designs under surgical loading conditions. GD&T is critical for tight-tolerance instrument components manufactured via CNC Swiss machining. Tolerance stack-up analysis ensures mechanism precision. The role requires DFM review for medical device manufacturing and 3D printing for prototyping. ROS2 and C++ interface with the control system. ISO 9001 and FDA design controls govern our processes.","- BS/MS in Mechanical or Biomedical Engineering
- 3+ years surgical or medical robotics design
- SolidWorks for miniature mechanism design
- ANSYS FEA for surgical loading
- GD&T for tight-tolerance instruments
- Tolerance stack-up analysis
- DFM for CNC Swiss machining
- 3D printing for prototyping
- ROS2 and C++ for control interface
- ISO 9001 and FDA design controls","Aerospace/Robotics"
AR-064,"Senior Stress Engineer - Aerospace","StructureForce Aerospace","Wichita, KS","StructureForce Aerospace provides stress analysis services to aircraft OEMs. We need a Senior Stress Engineer to perform detailed structural analysis of wing, fuselage, and empennage components. You will use ANSYS and Nastran for FEA, generate margins of safety, and produce formal stress reports per aerospace certification requirements. CATIA V5 and Creo are used by our clients for geometry. The role requires expertise in fatigue and damage tolerance, composite and metallic analysis, and GD&T interpretation. Technical writing is a daily activity. Lightweight optimization improves structural efficiency. Systems engineering coordinates analysis with the design team. AS9100 documentation is standard.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 8+ years stress analysis experience
- ANSYS and MSC Nastran FEA
- CATIA V5 and Creo for geometry
- Fatigue and damage tolerance analysis
- Composite and metallic analysis
- GD&T interpretation
- Lightweight optimization
- Technical writing for stress reports
- AS9100 and systems engineering","Aerospace/Robotics"
AR-065,"Warehouse Robotics Engineer","LogiBot Solutions","Chicago, IL","LogiBot Solutions deploys mobile robot fleets in warehouse and distribution center environments. We need a Robotics Engineer to design custom attachments, charging stations, and navigation aids for our robot platforms. SolidWorks is used for mechanical design. You will integrate sensors and charging connectors, design for sheet metal and CNC fabrication (DFM), and apply GD&T for critical interfaces. ROS2 and Python are used for fleet management software. Machine learning optimizes route planning. PLC integration connects robots to warehouse management systems. Understanding of systems engineering for the full warehouse automation solution is important.","- BS in Mechanical or Robotics Engineering
- 2+ years warehouse or mobile robotics
- SolidWorks for mechanical design
- DFM for sheet metal and CNC
- GD&T per ASME Y14.5
- ROS2 and Python for fleet software
- Machine learning for route optimization
- PLC integration for WMS connectivity
- Sensor integration
- Systems engineering for warehouse automation","Aerospace/Robotics"
