job_id,title,company,location,description,requirements,industry
FA-035,"Entry-Level Automation Engineer","BrightPath Automation","Cleveland, OH","BrightPath Automation is looking for an Entry-Level Automation Engineer to join our growing team. This position is ideal for recent ME graduates interested in industrial automation. You will assist with PLC programming, robot teaching, and commissioning of automated manufacturing cells. Training will be provided on Allen-Bradley PLCs, FANUC robots, and pneumatic system design. You will learn SolidWorks for cell layout design and gain exposure to lean manufacturing, GD&T, and SPC concepts. Candidates pursuing or holding FE exam (EIT) certification are preferred.","- BS in Mechanical, Electrical, or Mechatronics Engineering
- Recent graduate or up to 1 year experience
- Basic understanding of PLC concepts
- Interest in industrial robotics
- SolidWorks or AutoCAD familiarity
- Eagerness to learn automation technologies
- Basic understanding of GD&T
- FE exam (EIT) preferred
- Strong hands-on mechanical aptitude
- Willingness to travel for commissioning","Factory Automation"
FA-036,"Process Improvement Specialist","OptiFlow Industries","Charlotte, NC","OptiFlow Industries is hiring a Process Improvement Specialist to drive efficiency gains in our plastics manufacturing operation. You will lead Lean Six Sigma projects focusing on injection molding, extrusion, and secondary operations. The role requires data analysis using Python and Excel, facilitation of kaizen events, and implementation of SPC on critical quality features of our products. You will work with the engineering team on DFMEA reviews and DFM recommendations. Experience with ERP systems for production data and lean manufacturing value stream mapping is essential.","- BS in Industrial or Mechanical Engineering
- 3+ years process improvement in manufacturing
- Lean Six Sigma Green Belt certification
- Injection molding process knowledge
- Python or Excel for data analysis
- SPC and process capability analysis
- DFMEA facilitation
- DFM/DFA reviews
- ERP system data extraction
- Lean manufacturing (VSM, kaizen, 5S)","Factory Automation"
FA-037,"Automation Technician Lead","FlexLine Manufacturing","Dayton, OH","FlexLine Manufacturing needs an Automation Technician Lead to supervise our maintenance and automation team. You will troubleshoot PLC programs (Allen-Bradley), repair hydraulic and pneumatic systems, and maintain industrial robots (ABB). The role is hands-on: expect to be on the factory floor diagnosing equipment issues and implementing predictive maintenance strategies. You will use SolidWorks for spare parts documentation and coordinate with engineering on lean manufacturing improvement projects. SPC data collection and root cause analysis are part of your quality responsibilities.","- Associates or BS in Mechanical/Electrical Engineering Technology
- 5+ years automation troubleshooting experience
- PLC troubleshooting (Allen-Bradley)
- ABB or FANUC robot maintenance
- Hydraulic and pneumatic repair
- Predictive maintenance techniques
- SolidWorks for parts documentation
- Lean manufacturing awareness
- SPC data collection
- Root cause analysis and team leadership","Factory Automation"
FA-038,"Design Engineer - Custom Machinery","MachineCraft Solutions","Grand Rapids, MI","MachineCraft Solutions is hiring a Design Engineer to create custom automated machinery for manufacturing clients. You will design complex assemblies in SolidWorks including precision mechanisms, conveyor modules, and robotic work cells. The role requires FEA validation of structural components, GD&T documentation, and DFM review for CNC-machined and sheet metal parts. You will collaborate with PLC programmers on mechanical-electrical interface design and support lean manufacturing approaches to machine assembly. This is a creative engineering role where no two projects are the same.","- BS in Mechanical Engineering
- 3-5 years custom machinery design
- SolidWorks expert proficiency
- FEA for structural and dynamic analysis
- GD&T per ASME Y14.5
- DFM/DFA for CNC and sheet metal
- Tolerance stack-up analysis
- PLC mechanical interface design
- Lean manufacturing for machine assembly
- AutoCAD for site layouts","Factory Automation"
FA-039,"Manufacturing Engineer - Stamping","MetalForm Automotive","Toledo, OH","MetalForm Automotive is seeking a Manufacturing Engineer to support our high-volume automotive stamping operations. You will optimize progressive die processes, reduce scrap through SPC analysis, and lead lean manufacturing initiatives on the press floor. SolidWorks is used for die modification design, and AutoCAD for plant layout changes. The role requires strong GD&T skills for part verification, DFMEA facilitation for new product launches, and Six Sigma methodology for process improvement. You will interface with customer quality teams on PPAP submissions and manage our SPC software.","- BS in Mechanical or Manufacturing Engineering
- 3+ years stamping/metal forming experience
- SolidWorks and AutoCAD
- GD&T and CMM inspection
- SPC and Six Sigma methodology
- DFMEA facilitation
- Lean manufacturing (5S, standard work)
- PPAP and APQP documentation
- Progressive die operations knowledge
- ERP system for production tracking","Factory Automation"
FA-040,"Robotics Maintenance Specialist","TechServ Automation","Pittsburgh, PA","TechServ Automation is looking for a Robotics Maintenance Specialist to service FANUC industrial robots across our client facilities. You will perform preventive maintenance, troubleshoot servo drives and encoders, and recalibrate robot positions. The role requires PLC troubleshooting skills for diagnosing communication issues between robots and cell controllers. Understanding of pneumatic grippers, hydraulic clamping, and safety interlock systems is essential. You will document maintenance procedures and train client maintenance teams. Lean manufacturing TPM knowledge helps guide our service approach.","- Associates or BS in Mechanical/Electrical Engineering
- 3+ years industrial robot maintenance
- FANUC robot service and programming
- PLC troubleshooting
- Pneumatic and hydraulic systems
- Servo drive and encoder diagnostics
- Safety system troubleshooting
- Lean manufacturing TPM awareness
- Technical documentation skills
- Travel 40-50% to client sites","Factory Automation"
FA-041,"Senior Controls Engineer","ProControl Systems","Indianapolis, IN","ProControl Systems designs control systems for food processing and pharmaceutical manufacturing. We need a Senior Controls Engineer to lead PLC and HMI programming for batch processing systems, clean-in-place (CIP) sequences, and material handling automation. You will program Allen-Bradley PLCs using structured text and function blocks, develop Ignition SCADA interfaces, and integrate industrial robots for palletizing. The role requires understanding of sanitary design, pneumatic valve manifolds, and predictive maintenance sensor integration. SQL is used for batch record management and production reporting.","- BS in Electrical or Mechatronics Engineering
- 7+ years controls engineering experience
- Allen-Bradley PLC expert (structured text, function blocks)
- HMI/SCADA development (Ignition, FactoryTalk)
- Industrial robotics integration
- Pneumatic valve manifold design
- Predictive maintenance sensor integration
- SQL for batch records and production data
- ISO 9001 and food safety compliance
- Project management and team leadership","Factory Automation"
FA-042,"Tool and Die Maker","Patriot Die & Stamping","Toledo, OH","Patriot Die & Stamping is hiring a Tool and Die Maker to build and maintain progressive dies and custom tooling in our in-house tool room. You will read SolidWorks models and engineering drawings with GD&T, operate CNC milling and grinding machines, and perform die tryout and adjustment. The role requires precision machining skills, understanding of sheet metal forming theory, and lean manufacturing shop management. SPC is used to verify critical tool dimensions during builds.","- Journeyman Tool and Die certification or equivalent
- 5+ years tool and die making experience
- CNC milling and grinding operation
- SolidWorks drawing interpretation
- GD&T per ASME Y14.5
- Sheet metal forming and progressive die expertise
- SPC for dimensional verification
- Lean manufacturing shop organization (5S)
- Wire EDM experience preferred
- Strong attention to detail","Factory Automation"
FA-043,"Facilities Maintenance Engineer","Summit Operations Group","Birmingham, AL","Summit Operations Group is hiring a Facilities Maintenance Engineer for our food manufacturing facility. You will manage building systems including HVAC, refrigeration, compressed air, and steam. The role includes PLC troubleshooting for building automation, coordination with production on lean manufacturing downtime scheduling, and compliance with OSHA, FDA, and ISO 9001 requirements. AutoCAD is used for facility drawings and equipment placement. Predictive maintenance using vibration analysis and thermal imaging is a core responsibility.","- BS in Mechanical or Facilities Engineering
- 4+ years facilities maintenance in manufacturing
- HVAC and refrigeration systems
- PLC troubleshooting for building automation
- AutoCAD for facility drawings
- Predictive maintenance (vibration, thermal imaging)
- ISO 9001 and FDA compliance
- OSHA safety requirements
- Lean manufacturing downtime management
- Vendor and contractor coordination","Factory Automation"
FA-044,"Automation Project Manager","Blueprint Automation","Greenville, SC","Blueprint Automation manages turnkey automation projects for automotive and aerospace manufacturers. We need an Automation Project Manager to coordinate multi-discipline engineering teams delivering PLC-controlled robotic assembly and testing cells. You will manage project schedules, budgets, and technical risks. Understanding of PLC programming, FANUC robot integration, and SolidWorks-based mechanical design is needed to effectively lead engineering reviews. Six Sigma and lean manufacturing experience helps drive efficient project execution.","- BS in Mechanical or Industrial Engineering
- 5+ years automation project experience
- PMP or project management methodology
- PLC and robotics systems understanding
- SolidWorks familiarity for design reviews
- FANUC robot integration knowledge
- Lean Six Sigma certification preferred
- Budget and schedule management
- Customer communication and reporting
- Risk management and mitigation","Factory Automation"
FA-045,"Industrial Electrician","Midwest Electrical Services","Kansas City, MO","Midwest Electrical Services is looking for an Industrial Electrician to install and maintain electrical systems in manufacturing facilities. You will wire PLC panels, install motor drives, and troubleshoot Allen-Bradley control systems. The role requires reading electrical schematics, understanding of pneumatic and hydraulic valve control wiring, and compliance with NEC code. You will support equipment installations, predictive maintenance programs, and lean manufacturing TPM initiatives. SPC knowledge for monitoring electrical system performance is a plus.","- Journeyman Electrician license
- 3+ years industrial electrical experience
- PLC panel wiring and troubleshooting
- Allen-Bradley systems
- Motor drive installation (VFDs, servos)
- Pneumatic and hydraulic valve wiring
- NEC code compliance
- Predictive maintenance support
- Lean manufacturing TPM awareness
- Schematic reading proficiency","Factory Automation"
FA-046,"Manufacturing Process Engineer","Allegiance Manufacturing","Rochester, NY","Allegiance Manufacturing is seeking a Manufacturing Process Engineer to develop and optimize machining processes for medical device components. You will program CNC mills and lathes, design fixtures in SolidWorks, and validate processes per ISO 9001 and FDA requirements. GD&T expertise is critical for tight-tolerance medical parts. The role includes SPC implementation on all critical dimensions, DFMEA facilitation for new products, and lean manufacturing improvements for our clean room assembly area. FEA may be used for fixture stiffness validation.","- BS in Mechanical or Biomedical Engineering
- 3+ years medical device manufacturing
- CNC programming and setup
- SolidWorks for fixture design
- GD&T expertise (tight tolerances)
- ISO 9001 and FDA process validation
- SPC for critical dimensions
- DFMEA facilitation
- FEA for fixture validation
- Lean manufacturing in clean room environment","Factory Automation"
FA-047,"Senior Mechanical Designer","FlexDesign Engineering","Milwaukee, WI","FlexDesign Engineering is hiring a Senior Mechanical Designer to create detailed machine designs in SolidWorks for automated packaging and assembly systems. You will model complex mechanisms, generate fully dimensioned drawings with GD&T, and conduct tolerance stack-up analysis. The role includes DFM reviews for CNC and sheet metal components, FEA stress analysis for critical parts, and collaboration with PLC and controls engineers on mechanical-electrical interfaces. CSWP certification is strongly preferred.","- BS in Mechanical Engineering or Mechanical Design Technology
- 7+ years mechanical design experience
- SolidWorks expert (CSWP certification preferred)
- GD&T per ASME Y14.5
- Tolerance stack-up analysis
- FEA using SolidWorks Simulation
- DFM/DFA for CNC and sheet metal
- PLC interface design knowledge
- Lean manufacturing principles
- AutoCAD for legacy drawings","Factory Automation"
FA-048,"Process Controls Technician","ValleyPro Manufacturing","St. Louis, MO","ValleyPro Manufacturing needs a Process Controls Technician to maintain and troubleshoot PLC-controlled production equipment in our chemical processing facility. You will diagnose control system faults, calibrate sensors and transmitters, and support automation upgrades. Allen-Bradley PLC proficiency is required. The role includes maintaining pneumatic and hydraulic control valves, implementing predictive maintenance on rotating equipment, and supporting lean manufacturing TPM programs. SPC data collection from process instruments is part of the quality program.","- Associates or BS in Electrical/Instrumentation Technology
- 3+ years process controls experience
- Allen-Bradley PLC troubleshooting
- Sensor and transmitter calibration
- Pneumatic and hydraulic control valves
- Predictive maintenance on rotating equipment
- SPC data collection
- Lean manufacturing TPM
- ISA instrumentation standards
- Root cause analysis for control system failures","Factory Automation"
FA-049,"Machine Shop Supervisor","Heritage Machining","Dayton, OH","Heritage Machining is looking for a Machine Shop Supervisor to lead our team of 15 CNC machinists and operators. You will manage daily production schedules, ensure quality standards are met per ISO 9001, and drive lean manufacturing improvements on the shop floor. SolidWorks is used for reviewing engineering drawings and fixture designs. GD&T knowledge is required for first-article inspection and SPC program management. You will track production metrics in our ERP system (SAP) and lead root cause analysis on quality issues.","- BS or Associates in Manufacturing Engineering (or equivalent experience)
- 5+ years CNC machining experience with 2+ years supervision
- CNC machining proficiency (turning and milling)
- SolidWorks drawing interpretation
- GD&T and CMM inspection
- ISO 9001 quality management
- SPC program management
- ERP system (SAP) for production tracking
- Lean manufacturing (5S, standard work)
- Root cause analysis and team leadership","Factory Automation"
FA-050,"Additive Manufacturing Engineer","NextLayer Technologies","Minneapolis, MN","NextLayer Technologies is hiring an Additive Manufacturing Engineer to operate and optimize our metal and polymer 3D printing systems. You will develop print parameters, design support structures, and post-process parts for manufacturing clients. SolidWorks is used for part preparation and design modification. The role includes FEA validation of printed parts, DFM reviews comparing additive vs. traditional manufacturing, and quality inspection using GD&T. Python scripting for build preparation automation and data analysis is a growing part of this role.","- BS in Mechanical or Materials Engineering
- 2+ years additive manufacturing experience
- SolidWorks for part design and build prep
- 3D printing (SLM, FDM, SLA technologies)
- FEA for printed part validation
- DFM comparison (additive vs. CNC/casting)
- GD&T for quality inspection
- Python for automation scripting
- Materials science fundamentals
- Lean manufacturing for workflow optimization","Factory Automation"
FA-051,"Quality Inspector Lead","Sterling Quality Services","Cincinnati, OH","Sterling Quality Services is seeking a Quality Inspector Lead to manage first-article and in-process inspection in our CNC machining facility. You will operate CMM equipment, interpret engineering drawings with GD&T, and maintain SPC records for all critical dimensions. The role includes training inspectors, conducting internal audits per ISO 9001, and supporting root cause analysis on non-conforming parts. Lean manufacturing visual management tools are used for real-time quality status communication. SolidWorks model viewing for drawing clarification is expected.","- 5+ years quality inspection in precision machining
- CMM programming and operation
- GD&T expert per ASME Y14.5
- SPC and control chart management
- ISO 9001 internal audit experience
- Root cause analysis (8D)
- SolidWorks viewer proficiency
- CNC machining process understanding
- Lean manufacturing visual management
- Inspection team leadership","Factory Automation"
FA-052,"Simulation Engineer - Manufacturing","SimFactory Solutions","Grand Rapids, MI","SimFactory Solutions is hiring a Simulation Engineer to model and optimize manufacturing processes using discrete event simulation and FEA. You will build factory simulation models to predict throughput, identify bottlenecks, and validate automation investments before build. MATLAB and Python are used for simulation scripting. The role also includes FEA for tooling and fixture validation and working with SolidWorks for 3D factory models. Lean manufacturing principles inform our simulation objectives.","- BS in Mechanical or Industrial Engineering
- 3+ years manufacturing simulation experience
- MATLAB and/or Python for simulation modeling
- FEA for tooling and structural analysis
- SolidWorks for 3D factory modeling
- Lean manufacturing metrics and objectives
- Discrete event simulation tools
- DFM/DFA analysis
- GD&T understanding
- Strong data analysis and presentation skills","Factory Automation"
FA-053,"Controls Integration Specialist","IntegrateNow Automation","Indianapolis, IN","IntegrateNow Automation is looking for a Controls Integration Specialist to wire, program, and commission PLC-based control panels for industrial automation projects. You will program Allen-Bradley PLCs, configure safety systems, and integrate FANUC robots into automated cells. Pneumatic and hydraulic circuit commissioning is part of the role. SolidWorks is used for panel layout review and AutoCAD for field wiring documentation. You will support predictive maintenance sensor installation and lean manufacturing cell optimization at customer sites.","- BS or Associates in Electrical or Mechatronics Engineering
- 3+ years controls integration experience
- Allen-Bradley PLC programming
- FANUC robot integration
- Safety PLC configuration
- Pneumatic and hydraulic commissioning
- SolidWorks and AutoCAD familiarity
- Predictive maintenance sensor setup
- Lean manufacturing awareness
- Travel 30-40% for commissioning","Factory Automation"
FA-054,"Thermal Process Engineer","HeatTech Manufacturing","Kansas City, MO","HeatTech Manufacturing is seeking a Thermal Process Engineer to optimize heat treatment and coating processes for metal components. You will develop thermal cycle recipes, monitor furnace performance using thermocouples and data loggers, and use thermal analysis simulation to predict part properties. SPC on critical parameters like hardness and case depth is required. The role includes SolidWorks for fixture design, lean manufacturing for throughput optimization, and Python for data analysis. Understanding of CNC post-machining is important for the complete process chain.","- BS in Mechanical or Materials Engineering
- 3+ years thermal processing experience
- Thermal analysis and simulation knowledge
- SPC for process parameter control
- SolidWorks for fixture design
- Python for data analysis
- CNC machining awareness
- Lean manufacturing throughput optimization
- ISO 9001 process control
- GD&T for post-process inspection","Factory Automation"
FA-055,"Senior Industrial Engineer","Optima Production Systems","Charlotte, NC","Optima Production Systems is hiring a Senior Industrial Engineer to lead facility layout redesigns, capacity planning, and labor efficiency projects. You will develop material flow analyses using AutoCAD and SolidWorks, implement lean manufacturing cell designs, and optimize staffing levels using time study data. The role requires SQL skills for querying production databases, ERP system expertise for capacity modeling, and project management methodology for capital projects. Six Sigma certification is expected for leading process improvement initiatives.","- BS in Industrial or Mechanical Engineering
- 7+ years industrial engineering experience
- AutoCAD and SolidWorks for layout design
- Lean manufacturing cell design and material flow
- SQL for production data analysis
- ERP system expertise for capacity modeling
- Lean Six Sigma Green Belt or higher
- Time study and work measurement
- Project management methodology
- SPC for process monitoring","Factory Automation"
FA-056,"Metrology Engineer","Precision Metrics Inc","Dayton, OH","Precision Metrics Inc is looking for a Metrology Engineer to manage our inspection laboratory and CMM programming for aerospace and automotive clients. You will develop inspection plans based on GD&T, program Zeiss and Hexagon CMMs, and validate measurement system capability through MSA studies. SPC for in-process and final inspection data is a core responsibility. SolidWorks is used for understanding part geometry, and our ISO 9001 system governs all inspection procedures. Lean manufacturing principles guide our approach to inspection efficiency.","- BS in Mechanical Engineering or Metrology
- 3+ years CMM programming experience
- GD&T expert per ASME Y14.5
- MSA and Gage R&R studies
- SPC program management
- SolidWorks for geometry understanding
- ISO 9001 compliance
- Lean manufacturing inspection efficiency
- PCDMIS or Calypso software
- Attention to detail and documentation skills","Factory Automation"
FA-057,"Robotic Welding Programmer","WeldTech Automation","Grand Rapids, MI","WeldTech Automation is hiring a Robotic Welding Programmer to develop and optimize welding programs for FANUC arc welding robots. You will create weld paths, tune torch parameters, and troubleshoot quality issues. SolidWorks is used for fixture design and weld joint modeling. The role requires PLC integration for cell sequencing, pneumatic clamping knowledge, and GD&T for weld specification verification. SPC monitors critical weld dimensions. Lean manufacturing principles drive our approach to setup reduction and multi-part flexibility.","- 3+ years robotic welding programming
- FANUC arc welding robot expertise
- SolidWorks for fixture and joint modeling
- PLC integration for cell control
- Pneumatic clamping systems
- GD&T for weld specifications
- SPC for weld quality monitoring
- Lean manufacturing (setup reduction)
- Welding metallurgy fundamentals
- Root cause analysis for weld defects","Factory Automation"
FA-058,"Manufacturing Systems Analyst","CoreData Manufacturing","Pittsburgh, PA","CoreData Manufacturing is seeking a Manufacturing Systems Analyst to manage and optimize our MES and ERP systems. You will configure SAP production modules, build SQL reports for operational KPIs, and support lean manufacturing data collection initiatives. Python is used for advanced analytics including machine learning models that predict demand and optimize scheduling. The role bridges IT and operations, requiring understanding of manufacturing processes, SPC data structures, and how PLC data feeds into the MES layer.","- BS in Industrial Engineering or Information Systems
- 3+ years MES/ERP administration in manufacturing
- SQL expert for reporting and data extraction
- SAP production module configuration
- Python for analytics and machine learning
- Understanding of PLC data integration
- SPC data structure management
- Lean manufacturing metrics (OEE, TAKT)
- Manufacturing process knowledge
- Strong communication between IT and ops","Factory Automation"
FA-059,"Custom Automation Designer","BuildRight Engineering","Milwaukee, WI","BuildRight Engineering designs custom automation solutions. We need a Custom Automation Designer to develop concepts and detailed designs in SolidWorks for automated assembly, testing, and packaging systems. You will create mechanism designs, sheet metal enclosures, and CNC-machined precision components. GD&T and tolerance stack-up analysis ensure assemblies meet functional requirements. FEA is used for structural validation of machine frames. DFM reviews are conducted with our fabrication shop. You will interface with PLC engineers on mechanical-electrical coordination and apply lean manufacturing principles to machine assembly.","- BS in Mechanical Engineering
- 4+ years custom automation design
- SolidWorks expert proficiency
- GD&T and tolerance stack-up analysis
- FEA for structural validation
- DFM/DFA for CNC and sheet metal
- Sheet metal enclosure design
- PLC interface coordination
- Lean manufacturing for machine assembly
- AutoCAD for site installation drawings","Factory Automation"
FA-060,"Process Safety Engineer","SafeGuard Manufacturing","St. Louis, MO","SafeGuard Manufacturing is hiring a Process Safety Engineer to ensure all automated manufacturing systems meet OSHA, NFPA, and ANSI/RIA safety requirements. You will conduct risk assessments, design safety PLC systems, and validate machine guarding. The role requires understanding of PLC-controlled safety circuits, pneumatic lockout/tagout procedures, and hydraulic safety systems. SolidWorks is used for guarding design. You will integrate safety features into manufacturing cell designs and train operators on safe procedures. Lean manufacturing safety audits are part of the continuous improvement program. This role focuses on the interface between safety regulations and production efficiency.","- BS in Mechanical or Safety Engineering
- 3+ years machine safety experience
- Safety PLC programming and validation
- OSHA and ANSI/RIA safety standards
- SolidWorks for guarding design
- PLC-controlled safety circuits
- Pneumatic and hydraulic safety systems
- Risk assessment methodology
- Lean manufacturing safety integration
- Training and documentation skills","Factory Automation"
FA-061,"Material Handling Engineer","FlowPath Systems","Memphis, TN","FlowPath Systems designs automated material handling solutions including conveyors, AGVs, and sortation systems for distribution centers and manufacturing plants. We need a Material Handling Engineer to design conveyor systems in SolidWorks, specify motors and drives, and work with PLC engineers on control sequences. AutoCAD is used for facility layout drawings. The role requires DFM awareness for fabrication of structural steel and sheet metal components. Lean manufacturing principles inform our system designs to minimize work-in-process and optimize material flow.","- BS in Mechanical or Industrial Engineering
- 3+ years material handling design
- SolidWorks for conveyor system design
- AutoCAD for facility layouts
- PLC systems awareness for controls
- DFM for structural and sheet metal fabrication
- Motor and drive specification
- Lean manufacturing material flow design
- GD&T for component specifications
- Project management skills","Factory Automation"
FA-062,"Manufacturing Trainer","SkillForge Industries","Cincinnati, OH","SkillForge Industries is hiring a Manufacturing Trainer to develop and deliver training programs for CNC operators, PLC technicians, and quality inspectors. You will create training materials on SolidWorks drawing interpretation, GD&T fundamentals, lean manufacturing tools (5S, standard work), and SPC data collection. The role requires deep hands-on experience in manufacturing to credibly train shop floor personnel. You will track training effectiveness using our ERP system and support continuous improvement by coaching lean manufacturing principles.","- BS in Mechanical or Manufacturing Engineering (or equivalent experience)
- 5+ years manufacturing experience
- CNC machining knowledge
- PLC systems familiarity
- SolidWorks drawing interpretation
- GD&T teaching capability
- Lean manufacturing training (5S, standard work)
- SPC and quality concepts
- ERP system for training records
- Strong presentation and instructional skills","Factory Automation"
FA-063,"Mold Design Engineer","CastForm Engineering","Rochester, NY","CastForm Engineering designs and manufactures injection molds for automotive and consumer products. We need a Mold Design Engineer to create detailed mold designs in SolidWorks, specify mold components, and work with our CNC machining department on fabrication. The role requires expertise in injection molding process, DFM for molded parts, and GD&T for part and mold specifications. Tolerance stack-up analysis ensures mold components align properly. Moldflow simulation is used for gate location and filling optimization. Lean manufacturing guides our mold build process.","- BS in Mechanical or Plastics Engineering
- 4+ years mold design experience
- SolidWorks for mold design
- Injection molding process expertise
- DFM for molded parts
- GD&T per ASME Y14.5
- Tolerance stack-up analysis
- CNC machining knowledge for mold builds
- Moldflow simulation
- Lean manufacturing for mold shop efficiency","Factory Automation"
FA-064,"Laser Cutting Programmer","PrecisionCut Manufacturing","Charlotte, NC","PrecisionCut Manufacturing is hiring a Laser Cutting Programmer to develop programs for our fiber laser and CO2 laser cutting systems. You will nest parts for optimal material utilization, set cutting parameters, and ensure cut quality meets GD&T specifications. SolidWorks and AutoCAD are used for part file preparation. The role includes CNC programming for secondary bending operations, SPC monitoring of cut quality, and lean manufacturing initiatives for material waste reduction. You will work with the engineering team on DFM feedback for sheet metal designs.","- 3+ years laser cutting programming
- Fiber and CO2 laser operation
- SolidWorks and AutoCAD for file preparation
- GD&T for cut quality verification
- CNC press brake programming
- SPC for quality monitoring
- DFM for sheet metal optimization
- Lean manufacturing (material waste reduction)
- Nesting software proficiency
- Sheet metal fabrication knowledge","Factory Automation"
FA-065,"Automation Sales Engineer","TechSell Solutions","Indianapolis, IN","TechSell Solutions sells automated manufacturing solutions to Tier 1 and Tier 2 automotive suppliers. We need an Automation Sales Engineer who can speak the language of manufacturing engineers. You will develop technical proposals, conduct factory assessments, and present automation concepts using SolidWorks renderings. Understanding of PLC systems, industrial robotics (FANUC), lean manufacturing ROI calculations, and CNC machining processes is essential. You will quantify the features and benefits of automation investments for customers and interface with our engineering team on solution design.","- BS in Mechanical or Industrial Engineering
- 3+ years in manufacturing or automation
- SolidWorks for concept presentations
- PLC and robotics systems knowledge
- FANUC and ABB robot awareness
- Lean manufacturing ROI analysis
- CNC machining process understanding
- Technical proposal writing
- Customer relationship management
- Strong presentation skills","Factory Automation"
FA-066,"Predictive Maintenance Analyst","InsightOps Manufacturing","Milwaukee, WI","InsightOps Manufacturing is seeking a Predictive Maintenance Analyst to build and manage our condition-based monitoring program. You will deploy vibration analysis sensors, thermal cameras, and ultrasonic detectors across 300+ pieces of production equipment. Python and machine learning models will help predict failures. The role includes integrating sensor data with our PLC systems and CMMS database (SQL). You will analyze failure patterns, build maintenance dashboards, and support lean manufacturing TPM objectives. Understanding of CNC, hydraulic, and pneumatic equipment failure modes is essential.","- BS in Mechanical or Reliability Engineering
- 3+ years predictive maintenance experience
- Vibration analysis certification (ISO 18436)
- Python for data analysis and machine learning
- SQL for CMMS and sensor databases
- PLC data integration
- CNC and hydraulic equipment knowledge
- Lean manufacturing TPM
- Thermal imaging and ultrasonic testing
- Dashboard development and reporting","Factory Automation"
FA-067,"Lean Six Sigma Black Belt","Pinnacle Manufacturing Group","Grand Rapids, MI","Pinnacle Manufacturing Group is hiring a Lean Six Sigma Black Belt to lead high-impact process improvement projects across our 4 manufacturing facilities. You will apply DMAIC methodology, coach Green Belts, and deliver $500K+ in annual savings. The role requires expert-level SPC, root cause analysis, and DFMEA facilitation. You will work with PLC-controlled systems, CNC machining operations, and assembly lines. SQL and Python are used for data mining and analysis. SolidWorks understanding helps with DFM review participation. ISO 9001 audit support is also expected.","- BS in Engineering (MS preferred)
- Lean Six Sigma Black Belt certification
- 7+ years manufacturing experience
- SPC and advanced statistics
- Root cause analysis (8D, DOE, regression)
- DFMEA facilitation
- Python and SQL for data analysis
- PLC systems and CNC process knowledge
- SolidWorks for DFM reviews
- ISO 9001 audit support","Factory Automation"
FA-068,"Assembly Line Engineer","NextGen Assembly","Greenville, SC","NextGen Assembly is seeking an Assembly Line Engineer to design and optimize our manual and semi-automated assembly operations for electronic control modules. You will design assembly workstations using SolidWorks, implement error-proofing (poka-yoke) techniques, and work with PLC-controlled torque and press systems. The role requires DFMEA for new product assembly processes, DFM/DFA review for component design, and SPC monitoring of critical assembly parameters. GD&T knowledge ensures parts meet assembly fit requirements. Lean manufacturing standard work and 5S are the foundation of our production system.","- BS in Mechanical or Industrial Engineering
- 3+ years assembly engineering experience
- SolidWorks for workstation and fixture design
- PLC-controlled assembly systems
- DFMEA and error-proofing (poka-yoke)
- DFM/DFA reviews
- GD&T per ASME Y14.5
- SPC for assembly parameters
- Lean manufacturing (standard work, 5S)
- Root cause analysis for assembly defects","Factory Automation"
FA-069,"CNC Machining Center Operator - Senior","Elite Machining Corp","Dayton, OH","Elite Machining Corp needs a Senior CNC Machining Center Operator to run 4-axis and 5-axis horizontal machining centers producing tight-tolerance aerospace components. You will set up machines, adjust offsets, inspect parts using GD&T callouts, and collect SPC data. The role requires G-code troubleshooting, basic SolidWorks for program verification, and lean manufacturing 5S housekeeping. ISO 9001 work instruction adherence is mandatory. You will train junior operators and support DFM feedback to engineering.","- 7+ years CNC machining experience
- 4-axis and 5-axis HMC operation
- G-code interpretation and editing
- GD&T inspection per ASME Y14.5
- SPC data collection
- SolidWorks model viewing
- ISO 9001 compliance
- Lean manufacturing 5S
- DFM feedback capability
- Training and mentoring junior operators","Factory Automation"
FA-070,"Factory IoT Engineer","SmartPlant Technologies","Minneapolis, MN","SmartPlant Technologies is hiring a Factory IoT Engineer to connect production equipment to our cloud-based manufacturing analytics platform. You will install sensors, configure edge gateways, and integrate PLC data (Allen-Bradley OPC-UA) with our IoT backend. Python is used for data pipeline development and machine learning models for anomaly detection. SQL manages time-series databases. The role requires understanding of CNC, injection molding, and assembly equipment to properly instrument production processes. Predictive maintenance is a key application. Lean manufacturing OEE tracking is the primary use case for our platform.","- BS in Mechanical, Electrical, or Computer Engineering
- 2+ years IoT or automation experience
- Python for data pipelines and ML
- SQL for time-series databases
- PLC data integration (OPC-UA)
- Allen-Bradley and Siemens connectivity
- Predictive maintenance applications
- CNC and manufacturing equipment knowledge
- Lean manufacturing OEE metrics
- Machine learning for anomaly detection","Factory Automation"
